Time_Index,GT_1,CCGT_1,Coal_pp_1,Biomass_1,GBPV_1,RoofPV_1,Onshore_WT_1,Fuel_Cell_1,GT_2,CCGT_2,Coal_pp_2,Biomass_2,GBPV_2,RoofPV_2,Onshore_WT_2,Fuel_Cell_2,GT_3,CCGT_3,Coal_pp_3,Biomass_3,GBPV_3,RoofPV_3,Onshore_WT_3,Fuel_Cell_3
6056,0.92,0.95,0.88,0.82,0.07874,0.07874,0.07,1,0.92,0.95,0.88,0.82,0.05144,0.05144,0.054,1,0.92,0.95,0.88,0.82,0.2041,0.2041,0.005,1
6057,0.92,0.95,0.88,0.82,0.11276,0.11276,0.041,1,0.92,0.95,0.88,0.82,0.13713,0.13713,0.023,1,0.92,0.95,0.88,0.82,0.18344,0.18344,0.003,1
6058,0.92,0.95,0.88,0.82,0.11901,0.11901,0.035,1,0.92,0.95,0.88,0.82,0.30234,0.30234,0.015,1,0.92,0.95,0.88,0.82,0.07684,0.07684,0.003,1
6059,0.92,0.95,0.88,0.82,0.15657,0.15657,0.038,1,0.92,0.95,0.88,0.82,0.28575,0.28575,0.015,1,0.92,0.95,0.88,0.82,0.14548,0.14548,0.003,1
6060,0.92,0.95,0.88,0.82,0.17018,0.17018,0.05,1,0.92,0.95,0.88,0.82,0.07691,0.07691,0.017,1,0.92,0.95,0.88,0.82,0.50036,0.50036,0.003,1
6061,0.92,0.95,0.88,0.82,0.19505,0.19505,0.071,1,0.92,0.95,0.88,0.82,0.04471,0.04471,0.023,1,0.92,0.95,0.88,0.82,0.28684,0.28684,0.003,1
6062,0.92,0.95,0.88,0.82,0.05027,0.05027,0.097,1,0.92,0.95,0.88,0.82,0.08317,0.08317,0.032,1,0.92,0.95,0.88,0.82,0.0542,0.0542,0.004,1
6063,0.92,0.95,0.88,0.82,0.02739,0.02739,0.12,1,0.92,0.95,0.88,0.82,0.08923,0.08923,0.048,1,0.92,0.95,0.88,0.82,0.02945,0.02945,0.005,1
6064,0.92,0.95,0.88,0.82,0.03294,0.03294,0.132,1,0.92,0.95,0.88,0.82,0.10938,0.10938,0.058,1,0.92,0.95,0.88,0.82,0.06385,0.06385,0.006,1
6065,0.92,0.95,0.88,0.82,0.08093,0.08093,0.134,1,0.92,0.95,0.88,0.82,0.14067,0.14067,0.063,1,0.92,0.95,0.88,0.82,0.10544,0.10544,0.006,1
6066,0.92,0.95,0.88,0.82,0.04913,0.04913,0.122,1,0.92,0.95,0.88,0.82,0.04163,0.04163,0.059,1,0.92,0.95,0.88,0.82,0.04829,0.04829,0.005,1
6067,0.92,0.95,0.88,0.82,0,0,0.104,1,0.92,0.95,0.88,0.82,0,0,0.046,1,0.92,0.95,0.88,0.82,0,0,0.005,1
6068,0.92,0.95,0.88,0.82,0,0,0.081,1,0.92,0.95,0.88,0.82,0,0,0.027,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6069,0.92,0.95,0.88,0.82,0,0,0.059,1,0.92,0.95,0.88,0.82,0,0,0.014,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6070,0.92,0.95,0.88,0.82,0,0,0.051,1,0.92,0.95,0.88,0.82,0,0,0.008,1,0.92,0.95,0.88,0.82,0,0,0,1
6071,0.92,0.95,0.88,0.82,0,0,0.053,1,0.92,0.95,0.88,0.82,0,0,0.008,1,0.92,0.95,0.88,0.82,0,0,0,1
6072,0.92,0.95,0.88,0.82,0,0,0.079,1,0.92,0.95,0.88,0.82,0,0,0.011,1,0.92,0.95,0.88,0.82,0,0,0,1
6073,0.92,0.95,0.88,0.82,0,0,0.114,1,0.92,0.95,0.88,0.82,0,0,0.021,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6074,0.92,0.95,0.88,0.82,0,0,0.151,1,0.92,0.95,0.88,0.82,0,0,0.034,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6075,0.92,0.95,0.88,0.82,0,0,0.173,1,0.92,0.95,0.88,0.82,0,0,0.049,1,0.92,0.95,0.88,0.82,0,0,0.004,1
6076,0.92,0.95,0.88,0.82,0,0,0.189,1,0.92,0.95,0.88,0.82,0,0,0.066,1,0.92,0.95,0.88,0.82,0,0,0.005,1
6077,0.92,0.95,0.88,0.82,0,0,0.184,1,0.92,0.95,0.88,0.82,0,0,0.077,1,0.92,0.95,0.88,0.82,0,0,0.006,1
6078,0.92,0.95,0.88,0.82,0,0,0.167,1,0.92,0.95,0.88,0.82,0,0,0.068,1,0.92,0.95,0.88,0.82,0,0,0.006,1
6079,0.92,0.95,0.88,0.82,0.04799,0.04799,0.143,1,0.92,0.95,0.88,0.82,0.03887,0.03887,0.053,1,0.92,0.95,0.88,0.82,0.04644,0.04644,0.005,1
6080,0.92,0.95,0.88,0.82,0.23681,0.23681,0.107,1,0.92,0.95,0.88,0.82,0.21745,0.21745,0.035,1,0.92,0.95,0.88,0.82,0.22612,0.22612,0.003,1
6081,0.92,0.95,0.88,0.82,0.44873,0.44873,0.082,1,0.92,0.95,0.88,0.82,0.42659,0.42659,0.021,1,0.92,0.95,0.88,0.82,0.44167,0.44167,0.002,1
6082,0.92,0.95,0.88,0.82,0.58382,0.58382,0.071,1,0.92,0.95,0.88,0.82,0.57108,0.57108,0.014,1,0.92,0.95,0.88,0.82,0.60864,0.60864,0.002,1
6083,0.92,0.95,0.88,0.82,0.50767,0.50767,0.064,1,0.92,0.95,0.88,0.82,0.5258,0.5258,0.012,1,0.92,0.95,0.88,0.82,0.69861,0.69861,0.001,1
6084,0.92,0.95,0.88,0.82,0.46483,0.46483,0.062,1,0.92,0.95,0.88,0.82,0.55131,0.55131,0.012,1,0.92,0.95,0.88,0.82,0.70342,0.70342,0.001,1
6085,0.92,0.95,0.88,0.82,0.50925,0.50925,0.078,1,0.92,0.95,0.88,0.82,0.54628,0.54628,0.013,1,0.92,0.95,0.88,0.82,0.66453,0.66453,0.001,1
6086,0.92,0.95,0.88,0.82,0.49584,0.49584,0.072,1,0.92,0.95,0.88,0.82,0.51101,0.51101,0.012,1,0.92,0.95,0.88,0.82,0.5678,0.5678,0.001,1
6087,0.92,0.95,0.88,0.82,0.35569,0.35569,0.059,1,0.92,0.95,0.88,0.82,0.34564,0.34564,0.011,1,0.92,0.95,0.88,0.82,0.32998,0.32998,0.001,1
6088,0.92,0.95,0.88,0.82,0.24905,0.24905,0.04,1,0.92,0.95,0.88,0.82,0.30576,0.30576,0.009,1,0.92,0.95,0.88,0.82,0.36569,0.36569,0.001,1
6089,0.92,0.95,0.88,0.82,0.13911,0.13911,0.025,1,0.92,0.95,0.88,0.82,0.18787,0.18787,0.007,1,0.92,0.95,0.88,0.82,0.18469,0.18469,0.001,1
6090,0.92,0.95,0.88,0.82,0.0457,0.0457,0.017,1,0.92,0.95,0.88,0.82,0.04894,0.04894,0.006,1,0.92,0.95,0.88,0.82,0.0484,0.0484,0.001,1
6091,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.005,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6092,0.92,0.95,0.88,0.82,0,0,0.007,1,0.92,0.95,0.88,0.82,0,0,0.003,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6093,0.92,0.95,0.88,0.82,0,0,0.006,1,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6094,0.92,0.95,0.88,0.82,0,0,0.005,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
6095,0.92,0.95,0.88,0.82,0,0,0.004,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
6096,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
6097,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
6098,0.92,0.95,0.88,0.82,0,0,0.003,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
6099,0.92,0.95,0.88,0.82,0,0,0.003,1,0.92,0.95,0.88,0.82,0,0,0.003,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6100,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.006,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6101,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0.005,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6102,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0.005,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6103,0.92,0.95,0.88,0.82,0.03169,0.03169,0.001,1,0.92,0.95,0.88,0.82,0.02168,0.02168,0.007,1,0.92,0.95,0.88,0.82,0.01886,0.01886,0.001,1
6104,0.92,0.95,0.88,0.82,0.10885,0.10885,0,1,0.92,0.95,0.88,0.82,0.13901,0.13901,0.007,1,0.92,0.95,0.88,0.82,0.06733,0.06733,0.001,1
6105,0.92,0.95,0.88,0.82,0.29931,0.29931,0,1,0.92,0.95,0.88,0.82,0.38861,0.38861,0.005,1,0.92,0.95,0.88,0.82,0.15107,0.15107,0,1
6106,0.92,0.95,0.88,0.82,0.3687,0.3687,0.002,1,0.92,0.95,0.88,0.82,0.35384,0.35384,0.008,1,0.92,0.95,0.88,0.82,0.37901,0.37901,0.001,1
6107,0.92,0.95,0.88,0.82,0.5337,0.5337,0.005,1,0.92,0.95,0.88,0.82,0.5197,0.5197,0.018,1,0.92,0.95,0.88,0.82,0.50799,0.50799,0.002,1
6108,0.92,0.95,0.88,0.82,0.41783,0.41783,0.016,1,0.92,0.95,0.88,0.82,0.53456,0.53456,0.035,1,0.92,0.95,0.88,0.82,0.55799,0.55799,0.004,1
6109,0.92,0.95,0.88,0.82,0.47028,0.47028,0.034,1,0.92,0.95,0.88,0.82,0.54942,0.54942,0.056,1,0.92,0.95,0.88,0.82,0.50873,0.50873,0.006,1
6110,0.92,0.95,0.88,0.82,0.55565,0.55565,0.061,1,0.92,0.95,0.88,0.82,0.57356,0.57356,0.088,1,0.92,0.95,0.88,0.82,0.54787,0.54787,0.019,1
6111,0.92,0.95,0.88,0.82,0.4901,0.4901,0.1,1,0.92,0.95,0.88,0.82,0.50804,0.50804,0.131,1,0.92,0.95,0.88,0.82,0.43945,0.43945,0.057,1
6112,0.92,0.95,0.88,0.82,0.38706,0.38706,0.135,1,0.92,0.95,0.88,0.82,0.41803,0.41803,0.156,1,0.92,0.95,0.88,0.82,0.27038,0.27038,0.074,1
6113,0.92,0.95,0.88,0.82,0.19866,0.19866,0.13,1,0.92,0.95,0.88,0.82,0.25546,0.25546,0.164,1,0.92,0.95,0.88,0.82,0.14056,0.14056,0.069,1
6114,0.92,0.95,0.88,0.82,0.047,0.047,0.118,1,0.92,0.95,0.88,0.82,0.05457,0.05457,0.164,1,0.92,0.95,0.88,0.82,0.04601,0.04601,0.047,1
6115,0.92,0.95,0.88,0.82,0,0,0.099,1,0.92,0.95,0.88,0.82,0,0,0.164,1,0.92,0.95,0.88,0.82,0,0,0.063,1
6116,0.92,0.95,0.88,0.82,0,0,0.071,1,0.92,0.95,0.88,0.82,0,0,0.148,1,0.92,0.95,0.88,0.82,0,0,0.072,1
6117,0.92,0.95,0.88,0.82,0,0,0.05,1,0.92,0.95,0.88,0.82,0,0,0.125,1,0.92,0.95,0.88,0.82,0,0,0.073,1
6118,0.92,0.95,0.88,0.82,0,0,0.039,1,0.92,0.95,0.88,0.82,0,0,0.122,1,0.92,0.95,0.88,0.82,0,0,0.075,1
6119,0.92,0.95,0.88,0.82,0,0,0.035,1,0.92,0.95,0.88,0.82,0,0,0.112,1,0.92,0.95,0.88,0.82,0,0,0.075,1
6120,0.92,0.95,0.88,0.82,0,0,0.029,1,0.92,0.95,0.88,0.82,0,0,0.094,1,0.92,0.95,0.88,0.82,0,0,0.091,1
6121,0.92,0.95,0.88,0.82,0,0,0.021,1,0.92,0.95,0.88,0.82,0,0,0.077,1,0.92,0.95,0.88,0.82,0,0,0.08,1
6122,0.92,0.95,0.88,0.82,0,0,0.014,1,0.92,0.95,0.88,0.82,0,0,0.063,1,0.92,0.95,0.88,0.82,0,0,0.073,1
6123,0.92,0.95,0.88,0.82,0,0,0.009,1,0.92,0.95,0.88,0.82,0,0,0.048,1,0.92,0.95,0.88,0.82,0,0,0.062,1
6124,0.92,0.95,0.88,0.82,0,0,0.006,1,0.92,0.95,0.88,0.82,0,0,0.029,1,0.92,0.95,0.88,0.82,0,0,0.039,1
6125,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.019,1,0.92,0.95,0.88,0.82,0,0,0.025,1
6126,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0.018,1,0.92,0.95,0.88,0.82,0,0,0.024,1
6127,0.92,0.95,0.88,0.82,0.04403,0.04403,0.001,1,0.92,0.95,0.88,0.82,0.03606,0.03606,0.019,1,0.92,0.95,0.88,0.82,0.04431,0.04431,0.015,1
6128,0.92,0.95,0.88,0.82,0.23787,0.23787,0.001,1,0.92,0.95,0.88,0.82,0.22252,0.22252,0.021,1,0.92,0.95,0.88,0.82,0.24009,0.24009,0.004,1
6129,0.92,0.95,0.88,0.82,0.43865,0.43865,0.001,1,0.92,0.95,0.88,0.82,0.43292,0.43292,0.034,1,0.92,0.95,0.88,0.82,0.44261,0.44261,0.029,1
6130,0.92,0.95,0.88,0.82,0.62034,0.62034,0.002,1,0.92,0.95,0.88,0.82,0.60693,0.60693,0.039,1,0.92,0.95,0.88,0.82,0.61483,0.61483,0.035,1
6131,0.92,0.95,0.88,0.82,0.71959,0.71959,0.003,1,0.92,0.95,0.88,0.82,0.68957,0.68957,0.036,1,0.92,0.95,0.88,0.82,0.73663,0.73663,0.027,1
6132,0.92,0.95,0.88,0.82,0.7779,0.7779,0.005,1,0.92,0.95,0.88,0.82,0.77787,0.77787,0.042,1,0.92,0.95,0.88,0.82,0.7794,0.7794,0.024,1
6133,0.92,0.95,0.88,0.82,0.76572,0.76572,0.007,1,0.92,0.95,0.88,0.82,0.78582,0.78582,0.063,1,0.92,0.95,0.88,0.82,0.75169,0.75169,0.036,1
6134,0.92,0.95,0.88,0.82,0.71111,0.71111,0.021,1,0.92,0.95,0.88,0.82,0.76797,0.76797,0.093,1,0.92,0.95,0.88,0.82,0.64808,0.64808,0.061,1
6135,0.92,0.95,0.88,0.82,0.54022,0.54022,0.05,1,0.92,0.95,0.88,0.82,0.59213,0.59213,0.125,1,0.92,0.95,0.88,0.82,0.40439,0.40439,0.08,1
6136,0.92,0.95,0.88,0.82,0.29785,0.29785,0.095,1,0.92,0.95,0.88,0.82,0.35373,0.35373,0.172,1,0.92,0.95,0.88,0.82,0.29777,0.29777,0.107,1
6137,0.92,0.95,0.88,0.82,0.12642,0.12642,0.159,1,0.92,0.95,0.88,0.82,0.11186,0.11186,0.225,1,0.92,0.95,0.88,0.82,0.14315,0.14315,0.12,1
6138,0.92,0.95,0.88,0.82,0.03024,0.03024,0.261,1,0.92,0.95,0.88,0.82,0.03646,0.03646,0.292,1,0.92,0.95,0.88,0.82,0.032,0.032,0.168,1
6139,0.92,0.95,0.88,0.82,0,0,0.407,1,0.92,0.95,0.88,0.82,0,0,0.383,1,0.92,0.95,0.88,0.82,0,0,0.244,1
6140,0.92,0.95,0.88,0.82,0,0,0.476,1,0.92,0.95,0.88,0.82,0,0,0.465,1,0.92,0.95,0.88,0.82,0,0,0.277,1
6141,0.92,0.95,0.88,0.82,0,0,0.533,1,0.92,0.95,0.88,0.82,0,0,0.469,1,0.92,0.95,0.88,0.82,0,0,0.285,1
6142,0.92,0.95,0.88,0.82,0,0,0.551,1,0.92,0.95,0.88,0.82,0,0,0.422,1,0.92,0.95,0.88,0.82,0,0,0.259,1
6143,0.92,0.95,0.88,0.82,0,0,0.495,1,0.92,0.95,0.88,0.82,0,0,0.337,1,0.92,0.95,0.88,0.82,0,0,0.192,1
6144,0.92,0.95,0.88,0.82,0,0,0.425,1,0.92,0.95,0.88,0.82,0,0,0.272,1,0.92,0.95,0.88,0.82,0,0,0.143,1
6145,0.92,0.95,0.88,0.82,0,0,0.389,1,0.92,0.95,0.88,0.82,0,0,0.207,1,0.92,0.95,0.88,0.82,0,0,0.116,1
6146,0.92,0.95,0.88,0.82,0,0,0.356,1,0.92,0.95,0.88,0.82,0,0,0.125,1,0.92,0.95,0.88,0.82,0,0,0.127,1
6147,0.92,0.95,0.88,0.82,0,0,0.244,1,0.92,0.95,0.88,0.82,0,0,0.062,1,0.92,0.95,0.88,0.82,0,0,0.169,1
6148,0.92,0.95,0.88,0.82,0,0,0.107,1,0.92,0.95,0.88,0.82,0,0,0.043,1,0.92,0.95,0.88,0.82,0,0,0.326,1
6149,0.92,0.95,0.88,0.82,0,0,0.019,1,0.92,0.95,0.88,0.82,0,0,0.057,1,0.92,0.95,0.88,0.82,0,0,0.457,1
6150,0.92,0.95,0.88,0.82,0,0,0.007,1,0.92,0.95,0.88,0.82,0,0,0.085,1,0.92,0.95,0.88,0.82,0,0,0.531,1
6151,0.92,0.95,0.88,0.82,0.01678,0.01678,0.01,1,0.92,0.95,0.88,0.82,0.01533,0.01533,0.1,1,0.92,0.95,0.88,0.82,0.01802,0.01802,0.599,1
6152,0.92,0.95,0.88,0.82,0.05086,0.05086,0.015,1,0.92,0.95,0.88,0.82,0.05501,0.05501,0.094,1,0.92,0.95,0.88,0.82,0.05284,0.05284,0.627,1
6153,0.92,0.95,0.88,0.82,0.05632,0.05632,0.024,1,0.92,0.95,0.88,0.82,0.09295,0.09295,0.114,1,0.92,0.95,0.88,0.82,0.05226,0.05226,0.627,1
6154,0.92,0.95,0.88,0.82,0.14387,0.14387,0.047,1,0.92,0.95,0.88,0.82,0.11342,0.11342,0.186,1,0.92,0.95,0.88,0.82,0.06529,0.06529,0.594,1
6155,0.92,0.95,0.88,0.82,0.08965,0.08965,0.134,1,0.92,0.95,0.88,0.82,0.05876,0.05876,0.259,1,0.92,0.95,0.88,0.82,0.08851,0.08851,0.502,1
6156,0.92,0.95,0.88,0.82,0.1036,0.1036,0.294,1,0.92,0.95,0.88,0.82,0.21676,0.21676,0.299,1,0.92,0.95,0.88,0.82,0.08561,0.08561,0.401,1
6157,0.92,0.95,0.88,0.82,0.21757,0.21757,0.411,1,0.92,0.95,0.88,0.82,0.36854,0.36854,0.307,1,0.92,0.95,0.88,0.82,0.18196,0.18196,0.307,1
6158,0.92,0.95,0.88,0.82,0.22013,0.22013,0.48,1,0.92,0.95,0.88,0.82,0.31351,0.31351,0.315,1,0.92,0.95,0.88,0.82,0.32117,0.32117,0.205,1
6159,0.92,0.95,0.88,0.82,0.24162,0.24162,0.514,1,0.92,0.95,0.88,0.82,0.28272,0.28272,0.318,1,0.92,0.95,0.88,0.82,0.19796,0.19796,0.151,1
6160,0.92,0.95,0.88,0.82,0.18557,0.18557,0.446,1,0.92,0.95,0.88,0.82,0.29995,0.29995,0.289,1,0.92,0.95,0.88,0.82,0.19009,0.19009,0.085,1
6161,0.92,0.95,0.88,0.82,0.183,0.183,0.339,1,0.92,0.95,0.88,0.82,0.18374,0.18374,0.236,1,0.92,0.95,0.88,0.82,0.09307,0.09307,0.029,1
6162,0.92,0.95,0.88,0.82,0.04137,0.04137,0.256,1,0.92,0.95,0.88,0.82,0.04895,0.04895,0.181,1,0.92,0.95,0.88,0.82,0.03977,0.03977,0.012,1
6163,0.92,0.95,0.88,0.82,0,0,0.181,1,0.92,0.95,0.88,0.82,0,0,0.132,1,0.92,0.95,0.88,0.82,0,0,0.009,1
6164,0.92,0.95,0.88,0.82,0,0,0.137,1,0.92,0.95,0.88,0.82,0,0,0.091,1,0.92,0.95,0.88,0.82,0,0,0.007,1
6165,0.92,0.95,0.88,0.82,0,0,0.103,1,0.92,0.95,0.88,0.82,0,0,0.054,1,0.92,0.95,0.88,0.82,0,0,0.005,1
6166,0.92,0.95,0.88,0.82,0,0,0.065,1,0.92,0.95,0.88,0.82,0,0,0.024,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6167,0.92,0.95,0.88,0.82,0,0,0.037,1,0.92,0.95,0.88,0.82,0,0,0.014,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6168,0.92,0.95,0.88,0.82,0,0,0.041,1,0.92,0.95,0.88,0.82,0,0,0.014,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6169,0.92,0.95,0.88,0.82,0,0,0.056,1,0.92,0.95,0.88,0.82,0,0,0.02,1,0.92,0.95,0.88,0.82,0,0,0.002,1
6170,0.92,0.95,0.88,0.82,0,0,0.076,1,0.92,0.95,0.88,0.82,0,0,0.025,1,0.92,0.95,0.88,0.82,0,0,0.002,1
6171,0.92,0.95,0.88,0.82,0,0,0.104,1,0.92,0.95,0.88,0.82,0,0,0.032,1,0.92,0.95,0.88,0.82,0,0,0.002,1
6172,0.92,0.95,0.88,0.82,0,0,0.125,1,0.92,0.95,0.88,0.82,0,0,0.042,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6173,0.92,0.95,0.88,0.82,0,0,0.135,1,0.92,0.95,0.88,0.82,0,0,0.053,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6174,0.92,0.95,0.88,0.82,0,0,0.132,1,0.92,0.95,0.88,0.82,0,0,0.051,1,0.92,0.95,0.88,0.82,0,0,0.003,1
6175,0.92,0.95,0.88,0.82,0.035,0.035,0.11,1,0.92,0.95,0.88,0.82,0.01779,0.01779,0.038,1,0.92,0.95,0.88,0.82,0.016,0.016,0.003,1
6176,0.92,0.95,0.88,0.82,0.13219,0.13219,0.068,1,0.92,0.95,0.88,0.82,0.11685,0.11685,0.022,1,0.92,0.95,0.88,0.82,0.12663,0.12663,0.001,1
6177,0.92,0.95,0.88,0.82,0.13344,0.13344,0.03,1,0.92,0.95,0.88,0.82,0.16307,0.16307,0.012,1,0.92,0.95,0.88,0.82,0.11286,0.11286,0.001,1
6178,0.92,0.95,0.88,0.82,0.44,0.44,0.015,1,0.92,0.95,0.88,0.82,0.21557,0.21557,0.006,1,0.92,0.95,0.88,0.82,0.32511,0.32511,0,1
6179,0.92,0.95,0.88,0.82,0.26065,0.26065,0.007,1,0.92,0.95,0.88,0.82,0.12761,0.12761,0.011,1,0.92,0.95,0.88,0.82,0.15532,0.15532,0.001,1
6180,0.92,0.95,0.88,0.82,0.13016,0.13016,0.008,1,0.92,0.95,0.88,0.82,0.09595,0.09595,0.02,1,0.92,0.95,0.88,0.82,0.13677,0.13677,0.005,1
6181,0.92,0.95,0.88,0.82,0.05752,0.05752,0.005,1,0.92,0.95,0.88,0.82,0.05397,0.05397,0.076,1,0.92,0.95,0.88,0.82,0.04446,0.04446,0.064,1
6182,0.92,0.95,0.88,0.82,0.03555,0.03555,0.034,1,0.92,0.95,0.88,0.82,0.0348,0.0348,0.197,1,0.92,0.95,0.88,0.82,0.03513,0.03513,0.198,1
6183,0.92,0.95,0.88,0.82,0.02631,0.02631,0.079,1,0.92,0.95,0.88,0.82,0.02806,0.02806,0.218,1,0.92,0.95,0.88,0.82,0.02968,0.02968,0.241,1
6184,0.92,0.95,0.88,0.82,0.02765,0.02765,0.056,1,0.92,0.95,0.88,0.82,0.02864,0.02864,0.262,1,0.92,0.95,0.88,0.82,0.04043,0.04043,0.343,1
6185,0.92,0.95,0.88,0.82,0.02766,0.02766,0.054,1,0.92,0.95,0.88,0.82,0.0297,0.0297,0.299,1,0.92,0.95,0.88,0.82,0.01772,0.01772,0.434,1
6186,0.92,0.95,0.88,0.82,0.02022,0.02022,0.055,1,0.92,0.95,0.88,0.82,0.01485,0.01485,0.269,1,0.92,0.95,0.88,0.82,0.01124,0.01124,0.437,1
6187,0.92,0.95,0.88,0.82,0,0,0.037,1,0.92,0.95,0.88,0.82,0,0,0.212,1,0.92,0.95,0.88,0.82,0,0,0.402,1
6188,0.92,0.95,0.88,0.82,0,0,0.017,1,0.92,0.95,0.88,0.82,0,0,0.145,1,0.92,0.95,0.88,0.82,0,0,0.325,1
6189,0.92,0.95,0.88,0.82,0,0,0.011,1,0.92,0.95,0.88,0.82,0,0,0.085,1,0.92,0.95,0.88,0.82,0,0,0.196,1
6190,0.92,0.95,0.88,0.82,0,0,0.009,1,0.92,0.95,0.88,0.82,0,0,0.044,1,0.92,0.95,0.88,0.82,0,0,0.111,1
6191,0.92,0.95,0.88,0.82,0,0,0.008,1,0.92,0.95,0.88,0.82,0,0,0.026,1,0.92,0.95,0.88,0.82,0,0,0.038,1
6192,0.92,0.95,0.88,0.82,0,0,0.014,1,0.92,0.95,0.88,0.82,0,0,0.023,1,0.92,0.95,0.88,0.82,0,0,0.004,1
6193,0.92,0.95,0.88,0.82,0,0,0.027,1,0.92,0.95,0.88,0.82,0,0,0.02,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6194,0.92,0.95,0.88,0.82,0,0,0.041,1,0.92,0.95,0.88,0.82,0,0,0.025,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6195,0.92,0.95,0.88,0.82,0,0,0.062,1,0.92,0.95,0.88,0.82,0,0,0.03,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6196,0.92,0.95,0.88,0.82,0,0,0.067,1,0.92,0.95,0.88,0.82,0,0,0.038,1,0.92,0.95,0.88,0.82,0,0,0.001,1
6197,0.92,0.95,0.88,0.82,0,0,0.061,1,0.92,0.95,0.88,0.82,0,0,0.04,1,0.92,0.95,0.88,0.82,0,0,0.002,1
6198,0.92,0.95,0.88,0.82,0,0,0.056,1,0.92,0.95,0.88,0.82,0,0,0.039,1,0.92,0.95,0.88,0.82,0,0,0.002,1
6199,0.92,0.95,0.88,0.82,0.03436,0.03436,0.049,1,0.92,0.95,0.88,0.82,0.03124,0.03124,0.035,1,0.92,0.95,0.88,0.82,0.01591,0.01591,0.002,1
6200,0.92,0.95,0.88,0.82,0.1325,0.1325,0.033,1,0.92,0.95,0.88,0.82,0.13488,0.13488,0.025,1,0.92,0.95,0.88,0.82,0.10412,0.10412,0.002,1
6201,0.92,0.95,0.88,0.82,0.24747,0.24747,0.014,1,0.92,0.95,0.88,0.82,0.2169,0.2169,0.015,1,0.92,0.95,0.88,0.82,0.23826,0.23826,0.001,1
6202,0.92,0.95,0.88,0.82,0.38054,0.38054,0.013,1,0.92,0.95,0.88,0.82,0.43018,0.43018,0.016,1,0.92,0.95,0.88,0.82,0.32711,0.32711,0.001,1
6203,0.92,0.95,0.88,0.82,0.43289,0.43289,0.032,1,0.92,0.95,0.88,0.82,0.45324,0.45324,0.022,1,0.92,0.95,0.88,0.82,0.3654,0.3654,0.002,1
6204,0.92,0.95,0.88,0.82,0.377,0.377,0.046,1,0.92,0.95,0.88,0.82,0.50268,0.50268,0.031,1,0.92,0.95,0.88,0.82,0.31624,0.31624,0.003,1
6205,0.92,0.95,0.88,0.82,0.45106,0.45106,0.056,1,0.92,0.95,0.88,0.82,0.53356,0.53356,0.045,1,0.92,0.95,0.88,0.82,0.4369,0.4369,0.004,1
6206,0.92,0.95,0.88,0.82,0.4485,0.4485,0.07,1,0.92,0.95,0.88,0.82,0.50266,0.50266,0.062,1,0.92,0.95,0.88,0.82,0.45267,0.45267,0.005,1
6207,0.92,0.95,0.88,0.82,0.42789,0.42789,0.08,1,0.92,0.95,0.88,0.82,0.47172,0.47172,0.081,1,0.92,0.95,0.88,0.82,0.4274,0.4274,0.007,1
